ticker,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,logo_url,zip
TOASO.IS,Consumer Cyclical,6234.0,"Tofas Türk Otomobil Fabrikasi Anonim Sirketi manufactures and sells passenger cars and light commercial vehicles in Turkey. It also produces various automotive spare parts, as well as trades in automobile and spare parts; and provides consumer financing services. The company offers its products under the Fiat, Fiat Professional, Alfa Romeo, and Jeep, as well as Opar and Magneti Marelli brands. It also exports its products. Tofas Türk Otomobil Fabrikasi Anonim Sirketi was incorporated in 1968 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 275 33 90,Turkey,[],https://www.tofas.com.tr,1.0,BUeyUekdere Cad. No: 145 Tofas Han,90 212 275 39 88,Auto Manufacturers,Zincirlikuyu Sisli,0.16929,0.11228,0.19258,8402598912.0,1.026,0.15266,7241460224.0,43.18,buy,5828463000.0,5437421056.0,106.75,93.2,1.168,1.095,0.16313,16.0,101.03,145.052,0.96787,148.0,6442622976.0,8193054208.0,42775384064.0,12.876,TRY,85.551,0.926,2.0,IST,TOFAS OTO. FAB.,Tofas Türk Otomobil Fabrikasi Anonim Sirketi,Europe/Istanbul,TRT,False,10800000,,EQUITY,TOASO.IS,,,finmb_878178,145aba45-7dc5-39f8-822e-b1c082140ec6,tr_market,,0.904,,5.341,,,7.3,,500000000.0,,,,6.874,,,,1640908800.0,0.06755,4802900992.0,4.109,,,13.558335,0.75444,1703980800.0,,1656547200.0,,,120749305.0,1.148241,38676213760.0,2.0,,1121644800.0,111:100,,,,1.164,1.0894116,,,,12.767122,,,,,,,90.05,90.95,78.2595,0.004342032,0.84319997,,94.2,,10983270.0,90.05,75.506,0.391,90.95,,10983270.0,,,6.4,1647907200.0,,,90.45,TRY,22.681915,6286114.0,,,,46599999488.0,,,7865756.0,90.45,93.25,0.0,6286114.0,99.7,,7.41,43.74,93.2,False,0.0867,0.0,94.2,,93.2,https://logo.clearbit.com/tofas.com.tr,34394
TRGYO.IS,Real Estate,157.0,"Torunlar Gayrimenkul Yatirim Ortakligi A.S. (Torunlar REIC or the Company) and its subsidiary, TRN Otel Isletmeciligi ve Yatirimlari A.S. (TRN) referred together as a Group. The Company was incorporated in 1996 with the trade name of Toray Insaat Sanayi ve Ticaret A.S. in Istanbul, Turkey. With a change in the Articles of Association published on Trade Registry Gazette on 25 January 2008, the Company has been registered with the trade name of Torunlar Gayrimenkul Yatirim Ortakligi A.S. on 21 January 2008. The Company's stocks have been traded at the Borsa Istanbul since 21 October 2010 and registered to Capital Markets Board (CMB). The Company operates in Turkey. As of 30 September 2020, the total number of the Company's employees is 59 (31 December 2019: 66) and the main shareholder is the Torun Family.",Istanbul,90 216 425 03 28,Turkey,[],https://www.torunlargyo.com.tr,1.0,Rüzgarlibahçe Mahallesi,90 216 425 59 57,REIT—Retail,Özalp Çikmazi No: 4 Beykoz,0.75441,2.82594,0.82358,1260711936.0,1.305,0.74482,1493211008.0,10.63,buy,1319412000.0,521610880.0,10.63,10.02,,0.553,0.05412,1.0,10.63,35.38,0.47926998,10.63,707404992.0,5196860928.0,1979303040.0,1.764,TRY,1.979,0.286,2.0,IST,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,TRGYO.IS,,,finmb_114325219,6b4cf7e4-c5d2-3767-a6ff-11e4a07dc77e,tr_market,,3.852,,5.106,,,2.16,,1000000000.0,,,,8.77,,,,1640908800.0,0.00641,5593399808.0,0.293,,,1.1425314,0.84862,1703980800.0,,1648684800.0,,,99076283.0,1.135259,7624806912.0,2.0,,1514332800.0,199:100,,,,,5.0623884,,,,4.638889,,,,,,,10.03,10.09,6.6662,,0.0,,10.27,,6740927.0,10.03,8.465,,10.09,,6740927.0,,,,1530230400.0,,,10.0,TRY,34.197952,2601001.0,,,,10020000768.0,,,5552788.0,10.0,10.04,0.0,2601001.0,10.27,,,3.21,10.02,False,,0.0,10.27,,10.02,https://logo.clearbit.com/torunlargyo.com.tr,34805
TCELL.IS,Communication Services,,"Turkcell Iletisim Hizmetleri A.S. provides digital services in Turkey, Ukraine, Belarus, Northern Cyprus, Germany, and the Netherlands. It operates through Turkcell Turkey, Turkcell International, and Techfin segments. It offers work contact services consisting of mobile communications, fixed business internet and business phone, and customer loyalty and programs. The company provides digital business services comprising of uninterrupted access, cyber security, data center, internet of things, big data, e-transformation, technologies, and managed services, and cloud solutions. In addition, the company provides various devices, hardware, software, and financing solutions. Further, the company offers digital services comprising of search, invoice and TL services; and information, entertainment, and application services. Additionally, the company provides TV+, which enables subscribers to watch series and other TV contents whenever and wherever they want; fizy, a digital music platform; magazine holder, a magazine, and newspapers service, and yaani browser, a mobile application. Furthermore, the company offers  BiP, an all-access communication service application; goals pocket, a news and goal videos application; and digital operator, a transactions and technology purchases application. The company provides home internet and TV services. The company was incorporated in 1993 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 313 10 00,Turkey,[],https://www.turkcell.com.tr,1.0,Turkcell Küçükyali Plaza,90 216 504 40 58,Telecom Services,Aydinevler Mahallesi Inönü Caddesi No:20 Küçükyali Ofispark B Blok - Maltepe,0.28836,0.121920004,0.29760998,22087901184.0,0.367,0.20943001,11185116160.0,14.8,hold,10702987000.0,769573120.0,22.01,25.28,-0.275,1.718,0.07733,12.0,21.87,174.747,0.20966,29.0,21844011008.0,40855396352.0,38789046272.0,10.066,TRY,17.76,1.625,2.7,IST,TURKCELL,Turkcell Iletisim Hizmetleri A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,TCELL.IS,,,finmb_527124,2b288adc-0e49-3aee-9a3d-feadc035a1e2,tr_market,,1.437,,4.983,,,2.71,,2183109888.0,,,,9.578,,,,1640908800.0,0.11373,4729153024.0,1.941,,,2.639382,0.46,1703980800.0,,1648684800.0,,,836038313.0,0.714824,55730110464.0,2.0,,1150070400.0,118:100,,,,-0.273,1.4227991,,0.22,,9.328413,,,,,,,24.84,25.3,19.70775,0.047302734,0.5441,,25.58,,77863235.0,24.84,18.448,1.175,25.3,,77863235.0,,,0.57,1658793600.0,,,24.76,TRY,13.024215,47007096.0,,,,55189020672.0,,,34691543.0,24.76,25.28,0.0,47007096.0,25.58,,4.16,14.81,25.26,False,0.033800002,0.0,25.58,,25.28,https://logo.clearbit.com/turkcell.com.tr,34854
TUPRS.IS,Energy,5837.0,"Türkiye Petrol Rafinerileri A.S., together with its subsidiaries, engages in the refining crude oil, petroleum, and chemical products in Turkey and internationally. It is also involved in the purchase, sale, import, export, storage, and marketing of petroleum products, LPG, and natural gas. The company's products include liquid petroleum gases, fuel oils, base oils, waxes, extracts, and bitumen and bitumen binders, as well as white spirits, cutting oils, clarified oils, petroleum coke, and sulphur products. In addition, it engages in the transportation of crude oil and petroleum products; operation of factories and facilities in petrochemical and energy related industries; and air, maritime, road, and rail transportation activities, as well as provision of mooring and tug services. The company was founded in 1983 and is headquartered in Körfez, Turkey. Türkiye Petrol Rafinerileri A.S. is a subsidiary of Enerji Yatirimlari A.S.",Körfez,90 262 316 30 00,Turkey,[],https://www.tupras.com.tr,1.0,GUeney Mahallesi,90 262 316 30 10,Oil & Gas Refining & Marketing,Petrol Caddesi No:25,0.083579995,0.02396,0.092580006,3333521920.0,2.862,0.07993,17359618048.0,146.0,buy,15450643000.0,9036979200.0,306.0,343.9,,0.972,0.1113,12.0,273.58,202.297,0.38314998,350.0,19927834624.0,32296701952.0,207691825152.0,79.578,TRY,829.377,0.486,2.1,IST,TUPRAS,Türkiye Petrol Rafinerileri A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,TUPRS.IS,,,finmb_882926,623b4ed3-52c5-3f0d-aea1-464e92bc55a9,tr_market,,0.385,,4.602,,,22.17,,250419008.0,,,,45.709,,,,1640908800.0,0.108780004,4975289856.0,-9.957,,,7.523682,0.51,1703980800.0,,1648684800.0,,,122705408.0,0.605108,79889768448.0,2.0,,1104710400.0,1:1000,,,,,0.41464847,,,,15.511952,,,,,,,338.7,341.3,229.202,0.044729847,0.0,,346.7,,6009697.0,338.7,286.2,15.15,341.3,,6009697.0,,,,1553731200.0,,,341.0,TRY,,2721959.0,,,,86119096320.0,,,4425840.0,341.0,344.1,0.0,2721959.0,364.0,,,101.6,343.9,False,,0.0,346.7,,343.9,https://logo.clearbit.com/tupras.com.tr,41790
THYAO.IS,Industrials,37487.0,"Türk Hava Yollari Anonim Ortakligi provides air transport and aircraft technical maintenance services in Turkey and internationally. The company offers domestic and international passenger and cargo air transportation services; repair and maintenance, and technical and infrastructure support services related to aviation sector; catering and aviation ground handling services; software system maintenance and information technology consulting services. It is also involved in training, airport operation, and investment activities; the manufacture and trading of cabin interior accessories and aircraft seats; and the trading of aviation fuel. The company was incorporated in 1933 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 463 63 63,Turkey,[],https://www.turkishairlines.com,1.0,Türk Hava Yollari AO Genel Yönetim Binas,90 212 465 21 21,Airlines,Yesilköy Mahallesi Havaalani Caddesi No: 3/1 Bakirköy,0.1705,0.07886,0.22303,64448999424.0,2.216,0.12425,21609000960.0,11.2,buy,22321000000.0,33671749632.0,63.0,75.4,4.068,0.73,0.03224,11.0,55.23,200.494,0.13061,75.85,45690998784.0,210945998848.0,126739996672.0,33.109,TRY,91.841,0.564,2.4,IST,TURK HAVA YOLLARI,Türk Hava Yollari Anonim Ortakligi,Europe/Istanbul,TRT,False,10800000,,EQUITY,THYAO.IS,,,finmb_884162,240595ca-21e9-34bf-861b-0d9e7a7826f4,tr_market,,1.853,,10.867,,,4.36,,1380000000.0,,,,28.625,,,,1640908800.0,0.07646,9994999808.0,-4.05,,,2.634061,0.49122003,1703980800.0,,1648684800.0,,,702116400.0,0.964824,234816995328.0,2.0,,1372204800.0,115:100,,,,4.068,0.8209879,,,,17.293577,,,,,,,74.7,75.9,38.6317,,0.0,,76.05,,103111525.0,74.7,57.8724,,75.9,,103111525.0,,,,1369872000.0,,,75.1,TRY,,34177037.0,,,,104051998720.0,,,100244264.0,75.1,75.5,0.0,34177037.0,76.25,,,12.17,75.45,False,,0.0,76.05,,75.4,https://logo.clearbit.com/turkishairlines.com,34149
TTKOM.IS,Communication Services,36292.0,"Türk Telekomünikasyon Anonim Sirketi, together with its subsidiaries, provides integrated telecommunication services in Turkey. It offers mobile, internet, phone and TV products and services under Türk Telekom brand name. The company also provides PSTN and wholesale broadband services; retail internet services, IPTV, satellite TV, Web TV, mobile TV, and smart TV services; IT solutions; convergence technologies; online education software; project development and corporate venture capital services; and wholesale data and capacity services. In addition, it offers TV Broadcasting and VOD services; telecommunications devices sales; and payment services. Further, the company provides call center, electric supply and sales, facilities support, and counselling services. As of December 31, 2019, it had 16.3 million fixed access lines; 13.4 million broadband; 3.1 million TV; and 23.2 million mobile subscribers in 81 cities. The company was founded in 1840 and is headquartered in Ankara, Turkey. Türk Telekomünikasyon Anonim Sirketi operates as a subsidiary of LYY Telekomünikasyon AS",Ankara,90 444 1 444,Turkey,[],https://www.turktelekom.com.tr,1.0,Turgut Oezal Bulvari,90 312 306 07 32,Telecom Services,Aydinlikevler,0.39106,0.13736,0.42247,14715682816.0,0.248,0.25129,14139881472.0,8.0,hold,14899111000.0,2183309568.0,11.3,12.42,-0.586,1.027,0.10428,10.0,11.4,354.147,0.45713,15.0,11953073152.0,36951523328.0,36157280256.0,3.415,TRY,10.331,0.802,2.6,IST,TURK TELEKOM,Türk Telekomünikasyon Anonim Sirketi,Europe/Istanbul,TRT,True,10800000,,EQUITY,TTKOM.IS,,,finmb_7913392,07b49391-0c41-3315-8136-672af64fb33f,tr_market,,1.566,,4.006,,,1.87,,3500000000.0,,,,3.439,,,,1640908800.0,0.02306,4966563840.0,0.908,,,3.611515,0.8668,1703980800.0,,1648684800.0,,,525000000.0,0.801507,56638451712.0,2.0,,1104710400.0,1:1000,,,,-0.586,1.2022475,,0.39,,6.641711,,,,,,,12.07,12.2,9.89515,0.014250208,0.2514,,12.65,,105694074.0,12.07,9.4308,0.172,12.2,,105694074.0,,,1.42,1651104000.0,,,12.06,TRY,13.678414,60065784.0,,,,43470000128.0,,,52527000.0,12.06,12.43,0.0,60065784.0,13.53,,,7.01,12.41,False,0.1566,0.0,12.65,,12.42,https://logo.clearbit.com/turktelekom.com.tr,06103
TTRAK.IS,Industrials,2717.0,"Türk Traktör ve Ziraat Makineleri A.S. manufactures and sells farm tractors, harvesters, and other agricultural machineries and equipment. The company also offers construction equipment, such as skid steer loaders, backhoe loaders, compact wheel loaders, wheel loaders, mini excavators, crawler excavators, and telehandlers. It offers tractors under the New Holland, Case IH, and Steyr brand names. In addition, the company provides after sale services. It sells its products through a network of 123 tractor dealers, 143 spare part dealers, and 42 construction equipment dealers in Turkey, as well as exports its products to approximately 130 countries. The company was formerly known as Minneapolis Moline Türk Traktör ve Ziraat Makineleri A.S. and changed its name to Türk Traktör ve Ziraat Makineleri A.S. in 1968. Türk Traktör ve Ziraat Makineleri A.S. was founded in 1954 and is headquartered in Ankara, Turkey.",Ankara,90 312 233 33 33,Turkey,[],https://www.turktraktor.com.tr,1.0,Gazi Mahallesi Anadolu Bulvari No:52–52A,90 312 233 33 73,Farm & Heavy Construction Machinery,Yenimahalle,0.17763,0.11201999,0.18180001,534217088.0,0.486,0.16582,2299953152.0,241.0,buy,2132911564.0,-476460256.0,280.0,257.2,0.369,1.129,0.22790001,6.0,286.78,190.641,1.28783,332.04,1731740288.0,2488479744.0,12948256768.0,32.448,TRY,242.618,0.577,2.5,IST,TURK TRAKTOR,Türk Traktör ve Ziraat Makineleri A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,TTRAK.IS,,,finmb_11367507,2c2c24fb-287e-3003-bffc-b40d4b74f896,tr_market,,1.036,,5.833,,,6.7,,53369000.0,,,,17.751,,,,1640908800.0,0.06564,1450524800.0,19.5,,,14.489326,0.75,1703980800.0,,1648684800.0,,,13342250.0,1.782663,13415866368.0,2.0,,1104710400.0,1:1000,,,,0.369,1.0601046,,,,38.38806,,,,,,,246.0,248.0,228.761,0.0006463414,0.8276,,257.9,,500267.0,246.0,232.564,0.159,248.0,,500267.0,,,22.48,1648425600.0,,,247.7,TRY,13.189744,587498.0,,,,13726507008.0,,,290164.0,247.7,257.3,0.0,587498.0,275.7,,,149.1,257.1,False,0.096499994,0.0,257.9,,257.2,https://logo.clearbit.com/turktraktor.com.tr,06560
GARAN.IS,Financial Services,20962.0,"Turkiye Garanti Bankasi A.S. provides various banking products and services. It offers current, savings, time and term deposit, ELMA, structured deposit, and gold accounts; and general purpose, auto, revolving, house, discount, SME project, installment, working capital, foreign currency, mortgage, and other loans, as well as spot TL and foreign currency, letters of guarantee and reference, and overdraft accounts. The company also provides various cards; and auto, liability, health, unemployment, life, house, individual accident, automobile, business premises, fire, freight, engineering, accident, loan, and agriculture insurance products, as well as pension products. In addition, it offers mutual funds, T-bills/government bonds, Eurobonds, repos, equities, dual currency deposit transactions, Turkish derivatives exchange, e-trader, forward transactions, and taxation services; cash management services; and SME specific products, such as support packages, foreign trade financing and legislation, and related services. Further, the company provides leasing, fleet management, factoring, investment and private banking, payment, safety box, and Internet and mobile/SMS banking services. As of December 31, 2021, the company operated 872 branches and 5,401 ATMs. Turkiye Garanti Bankasi A.S. was founded in 1946 and is headquartered in Istanbul, Turkey. As of May 18, 2022, Turkiye Garanti Bankasi A.S. operates as a subsidiary of Banco Bilbao Vizcaya Argentaria, S.A.",Istanbul,90 212 318 18 18,Turkey,[],https://www.garantibbva.com.tr,1.0,Levent Nispetiye Mah.Aytar Cad.,90 212 318 18 88,Banks—Regional,No:2 Besiktas,0.0,0.48029,0.0,-281605963776.0,1.767,0.69011,,11.9,buy,35487044000.0,,18.15,24.36,,,0.034089997,10.0,18.28,,0.32325,22.58,273360814080.0,166954287104.0,60134006784.0,65.086,TRY,8.475,,2.2,IST,GARANTI BANKASI,Turkiye Garanti Bankasi A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,GARAN.IS,,,finmb_879428,6897ccb1-a003-34a1-821d-fc1bd0ec5fad,tr_market,,-0.749,,,,,3.47,,4200000000.0,,,,14.8,,,,1640908800.0,0.06506,28881473536.0,1.501,,,1.6459459,0.64577,1703980800.0,,1656547200.0,,,2104200000.0,,-45068169216.0,2.0,,1121040000.0,175:100,,,,3.492,1.7014,,,,7.020173,,,,,,,24.1,24.5,14.09335,0.006182573,0.0,,24.62,,219385305.0,24.1,17.634,0.149,24.5,,219385305.0,,,0.31,1653436800.0,,,23.66,TRY,16.229181,63477069.0,,,,102312001536.0,,,88493832.0,23.66,24.4,0.0,63477069.0,27.54,,,8.75,24.36,False,0.0214,0.0,24.62,,24.36,https://logo.clearbit.com/garantibbva.com.tr,34340
HALKB.IS,Financial Services,20270.0,"Türkiye Halk Bankasi A.S., together with its subsidiaries, offers various banking products and services. The company provides deposit products, including e-deposits, deposit accounts with investment funds, child accounts, accumulated deposit accounts, producing deposit accounts, current TL accounts, time deposit TL/FX accounts, current FX accounts, gold deposit accounts, and safety deposit boxes. It also offers personal, auto, mortgage, and overdraft loans; letter of credit, commercial, and cash and non-cash loans; medium and long-term, and investment and project loans; loans from international financial institutions; and foreign trade loans. In addition, the company provides various cards and payment services; insurance products; derivative products; and investment products comprising investment funds, Fon24, domestic government bonds, bank bills and bonds, Eurobonds, repos, forwards, options, swaps, and secured options, as well as cash management services. Further, it offers Internet, mobile, and SMS banking services. Additionally, the company is involved in the investment in capital market instruments based on real estates, real estate projects, and rights based on real estates; financial leasing; factoring; and capital markets activities. As of December 31, 2021, the company operated 1,023 branches consisting of 1018 domestic branches; 5 foreign branches, including 4 in Cyprus and 1 in Bahrain; and 3 representative offices in England, Iran, and Singapore. Türkiye Halk Bankasi A.S. was founded in 1933 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 503 70 70,Turkey,[],https://www.halkbank.com.tr,1.0,Barbaros Mahallesi,90 212 340 93 99,Banks—Regional,Sebboy Sokak No: 4 Atasehir,0.0,0.22347,0.0,-86277840896.0,2.207,0.32594,,3.84,hold,12357453000.0,,5.76,12.43,25.156,,0.0046900003,9.0,5.59,,0.07556,7.05,81518108672.0,174831157248.0,17896157184.0,16.405,TRY,6.887,,3.4,IST,T. HALK BANKASI,Türkiye Halk Bankasi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,HALKB.IS,,,finmb_22134579,544da49e-855f-33da-9982-8f0df492449e,tr_market,,6.583,,,,,1.49,,2473779968.0,,,,17.186,,,,1640908800.0,0.0078,3999256064.0,1.843,,,0.7232631,0.87701,1703980800.0,,1648684800.0,,,611152159.0,0.702261,117816270848.0,2.0,,1104710400.0,1:1000,,,,30.432,1.7181948,,,,8.342282,,,,,,,11.38,11.62,5.2654,,0.0,,12.5,,345530737.0,11.38,5.7412,,11.62,,345530737.0,,,,1534291200.0,,,11.39,TRY,6.744438,167151755.0,,,,30749085696.0,,,112192752.0,11.39,12.43,0.0,167151755.0,12.5,,,4.2,12.44,False,,0.0,12.5,,12.43,https://logo.clearbit.com/halkbank.com.tr,34746
ISCTR.IS,Financial Services,27366.0,"Türkiye Is Bankasi A.S. provides various banking products and services. The company offers corporate, commercial, private, and treasury/investment banking services, including project financing, operating and investment loans, deposit and cash management, credit cards, cheques and bills, foreign trade transactions and financing, letter of guarantees and credits, forfeiting, foreign currency trading, bill collections, payrolls, investment accounts, tax collections, and other banking services to large corporations, SMEs, and other trading companies. It also provides retail banking services, such as deposits, consumer loans, overdraft accounts, credit cards, bill collections, remittances, foreign currency trading, safe-deposit boxes, insurance, tax collections, investment accounts, and other banking services; private banking services comprising various financial, and cash management related services. In addition, the company engages in securities trading, money market transactions, spot and forward TL, and foreign currency trading; derivative transactions, such as forwards, swaps, futures, and options; and syndications and securitizations, as well as investment banking activities. Further, it is involved in insurance and reinsurance, private pensions, finance leasing, factoring, and real estate investment. Additionally, the company offers venture capital investment, brokerage, investment consulting and portfolio, and asset management businesses. Türkiye Is Bankasi A.S. was founded in 1924 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 316 00 00,Turkey,[],https://www.isbank.com.tr,1.0,Is Kuleleri,90 212 316 09 00,Banks—Regional,Levent,0.0,0.32679,0.0,-46786654208.0,1.641,0.35951,,2.7,buy,47364604000.0,,5.6,10.5,4.154,,0.02276,12.0,5.34,,0.23607999,8.0,265825107968.0,263985709056.0,62070308864.0,5.079,TRY,1.054,,2.4,IST,IS BANKASI (C),Türkiye Is Bankasi A.S.,Europe/Istanbul,TRT,True,10800000,,EQUITY,ISCTR.IS,,,finmb_874570,c7fa446b-318c-36ac-90e5-1ced5fac8ec6,tr_market,,4.531,,,,,2.76,,4499970048.0,,,,14.988,,,,1640908800.0,0.061680004,20283914240.0,1.479,,,0.70056045,0.65355,1703980800.0,,1648684800.0,,,18137178508.0,0.949748,281233489920.0,2.0,,1266969600.0,1:1,,,,3.581,0.8022809,,,,3.8043478,,,,,,,10.29,10.53,4.539575,,0.0226,,10.6,,512765696.0,10.29,6.0098,,10.53,,512765696.0,,,0.13,1648512000.0,,,10.12,TRY,7.0993915,130852417.0,,,,49797824512.0,,,211328269.0,10.12,10.5,0.0,130852417.0,10.6,,,2.250045,10.48,False,0.026300002,0.0,10.6,,10.5,https://logo.clearbit.com/isbank.com.tr,34330
TSKB.IS,Financial Services,550.0,"Türkiye Sinai Kalkinma Bankasi A.S. operates as development and investment bank in Turkey and internationally. The company engages in the industrial investments, energy and resource efficiency, environmental protection investments, renewable energy, sustainable tourism, women's employment and equal opportunity, occupational health and safety, investments in developing regions, education and health investments, and working capital financing activities. It also provides project finance for renewable energy and power generation plants; electricity distribution and natural gas distribution project; energy, fuel, packaging, and pharmaceuticals; logistics, transportation, and telecommunications; public-private sector projects; hotel; and shopping mall projects. In addition, the company offers wholesale banking and SME financing, foreign trade finance, country credit, working capital finance, and machinery and equipment leasing services; letter of guarantees/counter guarantees/letter of credits; and export credits/Eximbank loans. Further, it provides corporate finance products and services, such as IPO preparation and execution, bond issue underwriting, mergers and acquisitions, asset purchases and sales, and privatization consultancy. Additionally, the company offers derivatives and structured products, such as forwards, options, caps and floors, swaps, and swaptions, as well as economic research services; repo, warrant, foreign derivative, and securities transactions, as well as brokerage for stock and bonds trading; securities loans; portfolio management; and investment advisory services. It also provides financial planning strategy, feasibility, valuation, restructuring, and sectoral; engineering and technical advisory; real estate appraisal; and sustainability and environmental consulting services. The company was founded in 1950 and is headquartered in Istanbul, Turkey.",Istanbul,90 212 334 50 50,Turkey,[],https://www.tskb.com.tr,1.0,Meclisi Mebusan Cad. 81,90 212 334 52 34,Banks—Regional,Findikli,0.0,0.49910998,0.0,12253029376.0,1.574,0.64839,,1.8,hold,2138167000.0,,2.4,6.83,1.667,,0.01938,7.0,2.32,,0.21493,2.63,12647275520.0,82364260352.0,2923261952.0,4.517,TRY,1.044,,2.7,IST,T.S.K.B.,Türkiye Sinai Kalkinma Bankasi A.S.,Europe/Istanbul,TRT,False,10800000,,EQUITY,TSKB.IS,,,finmb_881647,3b237251-68f7-357c-aa4e-97d7bbeecbed,tr_market,,26.409,,,,,0.23,,2800000000.0,,,,2.17,,,,1640908800.0,0.03521,1459030016.0,0.254,,,3.1474652,0.56058,1703980800.0,,1648684800.0,,,1127140000.0,0.701842,77200326656.0,2.0,,1528070400.0,116:100,,,,1.664,6.5420074,,,,29.695652,,,,,,,6.83,6.75,2.07035,0.0049780384,0.0,,6.83,,72653415.0,6.83,3.2522,0.034,6.75,,72653415.0,,,,1616976000.0,,,6.3,TRY,26.889763,11524137.0,,,,19124000768.0,,,161558179.0,6.3,6.83,0.0,11524137.0,7.19,,,1.17,6.79,False,,0.0,6.83,,6.83,https://logo.clearbit.com/tskb.com.tr,34427
